消息发生时间,[消息发布时间][时间_系统RTC],[消息发布者ID][功能单元ID],[主备状态],[数据生成时间][时间_任务时间],[数据生成时间1][时间_任务时间],[有效性_俯仰角],[有效性_横滚角],[有效性_真航角],[有效性_俯仰角速率],[有效性_横滚角速率],[有效性_航向角速率],[有效性_俯仰角加速度],[有效性_横滚角加速度],[有效性_航向角加速度],[有效性_速度北向],[有效性_速度西向],[有效性_速度天向],[有效性_加速度北向],[有效性_加速度西向],[有效性_加速度天向],[有效性_惯性攻角],[有效性_惯性侧滑角],[有效性_偏流角],[有效性_航迹角],[有效性_位置],[有效性_惯性气压高度],[有效性_地速],[载机俯仰角][_角度_毫弧度],[载机横滚角][_角度_毫弧度],[载机真航角][_角度_毫弧度],[载机俯仰角速率][_角速率],[载机横滚角速率][_角速率],[载机航向角速率][_角速率],[载机俯仰角加速度][_角加速度],[载机横滚角加速度][_角加速度],[载机航向角加速度][_角加速度],[载机平台系速度][速度_北向][_速度],[载机平台系速度][速度_西向][_速度],[载机平台系速度][速度_天向][_速度],[载机平台系加速度][加速度_北向][_加速度],[载机平台系加速度][加速度_西向][_加速度],[载机平台系加速度][加速度_天向][_加速度],[载机惯性攻角][_角度_毫弧度],[载机侧滑角][_角度_毫弧度],[载机偏流角][_角度_毫弧度],[载机航迹角][_角度_毫弧度],[载机爬升角][_角度_毫弧度],[载机位置数据][_纬度],[载机位置数据][_经度],[载机惯性气压高度][_高度],[载机惯性气压参考高度][_高度],[载机地速][_速度]
54:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.53234587,-4.562191807,3720,0.665087527,-0.204607085,50,0.1,0.1,0.1,358.8,-37.2,10.44,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90544,116.40544,4544,4000,360.7232734
54:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.66684799,-4.582424067,3730,0.679888826,-0.200034739,50,0.1,0.1,0.1,359.2,-37.3,10.46,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90546,116.40546,4546,4000,361.1314581
54:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.80428327,-4.602198088,3740,0.694418179,-0.195442389,50,0.1,0.1,0.1,359.6,-37.4,10.48,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90548,116.40548,4548,4000,361.539652
55:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.94459674,-4.621511893,3750,0.708669774,-0.190830496,50,0.1,0.1,0.1,360,-37.5,10.5,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9055,116.4055,4550,4000,361.9478554
55:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,43.08773228,-4.640363551,3760,0.722637911,-0.18619952,50,0.1,0.1,0.1,360.4,-37.6,10.52,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90552,116.40552,4552,4000,362.356068
55:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,43.23363264,-4.658751176,3770,0.736317002,-0.181549924,50,0.1,0.1,0.1,360.8,-37.7,10.54,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90554,116.40554,4554,4000,362.7642899
55:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,43.38223945,-4.676672931,3780,0.749701576,-0.176882173,50,0.1,0.1,0.1,361.2,-37.8,10.56,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90556,116.40556,4556,4000,363.172521
55:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,43.53349328,-4.694127021,3790,0.762786279,-0.172196734,50,0.1,0.1,0.1,361.6,-37.9,10.58,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90558,116.40558,4558,4000,363.5807613
56:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,43.68733362,-4.711111703,3800,0.775565879,-0.167494075,50,0.1,0.1,0.1,362,-38,10.6,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9056,116.4056,4560,4000,363.9890108
56:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,43.84369895,-4.727625278,3810,0.788035262,-0.162774667,50,0.1,0.1,0.1,362.4,-38.1,10.62,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90562,116.40562,4562,4000,364.3972695
56:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,44.00252671,-4.743666094,3820,0.800189441,-0.158038982,50,0.1,0.1,0.1,362.8,-38.2,10.64,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90564,116.40564,4564,4000,364.8055372
56:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,44.16375339,-4.759232548,3830,0.812023555,-0.153287493,50,0.1,0.1,0.1,363.2,-38.3,10.66,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90566,116.40566,4566,4000,365.2138141
56:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,44.32731448,-4.774323082,3840,0.823532871,-0.148520676,50,0.1,0.1,0.1,363.6,-38.4,10.68,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90568,116.40568,4568,4000,365.6221
57:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,44.49314457,-4.788936188,3850,0.834712785,-0.143739006,50,0.1,0.1,0.1,364,-38.5,10.7,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9057,116.4057,4570,4000,366.0303949
57:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,44.66117734,-4.803070404,3860,0.845558824,-0.138942963,50,0.1,0.1,0.1,364.4,-38.6,10.72,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90572,116.40572,4572,4000,366.4386988
57:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,44.83134556,-4.816724317,3870,0.856066652,-0.134133025,50,0.1,0.1,0.1,364.8,-38.7,10.74,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90574,116.40574,4574,4000,366.8470117
57:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.00358117,-4.829896562,3880,0.866232064,-0.129309675,50,0.1,0.1,0.1,365.2,-38.8,10.76,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90576,116.40576,4576,4000,367.2553335
57:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.17781528,-4.842585821,3890,0.876050995,-0.124473393,50,0.1,0.1,0.1,365.6,-38.9,10.78,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90578,116.40578,4578,4000,367.6636642
58:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.35397821,-4.854790826,3900,0.885519517,-0.119624665,50,0.1,0.1,0.1,366,-39,10.8,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9058,116.4058,4580,4000,368.0720038
58:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.53199948,-4.866510355,3910,0.894633843,-0.114763974,50,0.1,0.1,0.1,366.4,-39.1,10.82,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90582,116.40582,4582,4000,368.4803523
58:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.71180789,-4.877743238,3920,0.903390328,-0.109891806,50,0.1,0.1,0.1,366.8,-39.2,10.84,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90584,116.40584,4584,4000,368.8887095
58:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.89333152,-4.88848835,3930,0.911785468,-0.10500865,50,0.1,0.1,0.1,367.2,-39.3,10.86,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90586,116.40586,4586,4000,369.2970755
58:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,46.07649776,-4.898744618,3940,0.919815906,-0.100114992,50,0.1,0.1,0.1,367.6,-39.4,10.88,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90588,116.40588,4588,4000,369.7054503
59:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,46.26123335,-4.908511015,3950,0.927478431,-0.095211324,50,0.1,0.1,0.1,368,-39.5,10.9,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9059,116.4059,4590,4000,370.1138338
59:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,46.4474644,-4.917786565,3960,0.934769976,-0.090298134,50,0.1,0.1,0.1,368.4,-39.6,10.92,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90592,116.40592,4592,4000,370.5222261
59:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,46.63511642,-4.926570341,3970,0.941687626,-0.085375914,50,0.1,0.1,0.1,368.8,-39.7,10.94,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90594,116.40594,4594,4000,370.9306269
59:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,46.82411434,-4.934861463,3980,0.948228613,-0.080445157,50,0.1,0.1,0.1,369.2,-39.8,10.96,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90596,116.40596,4596,4000,371.3390365
59:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,47.01438258,-4.942659104,3990,0.954390322,-0.075506356,50,0.1,0.1,0.1,369.6,-39.9,10.98,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90598,116.40598,4598,4000,371.7474546
00:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,47.20584502,-4.949962483,4000,0.960170287,-0.070560004,50,0.1,0.1,0.1,370,-40,11,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.906,116.406,4600,4000,372.1558813
00:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,47.39842509,-4.95677087,4010,0.965566196,-0.065606596,50,0.1,0.1,0.1,370.4,-40.1,11.02,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90602,116.40602,4602,4000,372.5643166
00:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,47.59204575,-4.963083584,4020,0.970575893,-0.060646628,50,0.1,0.1,0.1,370.8,-40.2,11.04,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90604,116.40604,4604,4000,372.9727604
00:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,47.78662956,-4.968899993,4030,0.975197371,-0.055680594,50,0.1,0.1,0.1,371.2,-40.3,11.06,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90606,116.40606,4606,4000,373.3812127
00:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,47.98209869,-4.974219517,4040,0.979428784,-0.050708993,50,0.1,0.1,0.1,371.6,-40.4,11.08,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90608,116.40608,4608,4000,373.7896735
01:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,48.17837496,-4.979041623,4050,0.983268438,-0.045732321,50,0.1,0.1,0.1,372,-40.5,11.1,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9061,116.4061,4610,4000,374.1981427
01:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,48.37537985,-4.983365829,4060,0.986714799,-0.040751076,50,0.1,0.1,0.1,372.4,-40.6,11.12,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90612,116.40612,4612,4000,374.6066203
01:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,48.57303456,-4.987191702,4070,0.989766486,-0.035765756,50,0.1,0.1,0.1,372.8,-40.7,11.14,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90614,116.40614,4614,4000,375.0151064
01:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,48.77126005,-4.99051886,4080,0.99242228,-0.030776859,50,0.1,0.1,0.1,373.2,-40.8,11.16,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90616,116.40616,4616,4000,375.4236007
01:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,48.96997701,-4.993346971,4090,0.994681118,-0.025784884,50,0.1,0.1,0.1,373.6,-40.9,11.18,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90618,116.40618,4618,4000,375.8321035
02:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,49.16910597,-4.995675751,4100,0.996542097,-0.020790331,50,0.1,0.1,0.1,374,-41,11.2,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9062,116.4062,4620,4000,376.2406145
02:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,49.36856728,-4.997504968,4110,0.998004473,-0.015793699,50,0.1,0.1,0.1,374.4,-41.1,11.22,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90622,116.40622,4622,4000,376.6491338
02:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,49.56828115,-4.998834439,4120,0.99906766,-0.010795488,50,0.1,0.1,0.1,374.8,-41.2,11.24,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90624,116.40624,4624,4000,377.0576614
02:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,49.7681677,-4.99966403,4130,0.999731233,-0.005796197,50,0.1,0.1,0.1,375.2,-41.3,11.26,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90626,116.40626,4626,4000,377.4661972
02:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,49.96814698,-4.999993659,4140,0.999994927,-0.000796326,50,0.1,0.1,0.1,375.6,-41.4,11.28,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90628,116.40628,4628,4000,377.8747412
03:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.168139,-4.999823292,4150,0.999858636,0.004203624,50,0.1,0.1,0.1,376,-41.5,11.3,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9063,116.4063,4630,4000,378.2832933
03:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.36806377,-4.999152948,4160,0.999322416,0.009203153,50,0.1,0.1,0.1,376.4,-41.6,11.32,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90632,116.40632,4632,4000,378.6918536
03:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.56784132,-4.997982692,4170,0.998386479,0.014201763,50,0.1,0.1,0.1,376.8,-41.7,11.34,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90634,116.40634,4634,4000,379.1004221
03:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.76739174,-4.996312643,4180,0.997051202,0.019198952,50,0.1,0.1,0.1,377.2,-41.8,11.36,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90636,116.40636,4636,4000,379.5089986
03:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.96663522,-4.994142966,4190,0.995317117,0.024194222,50,0.1,0.1,0.1,377.6,-41.9,11.38,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90638,116.40638,4638,4000,379.9175832
04:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.16549205,-4.991473879,4200,0.993184919,0.029187072,50,0.1,0.1,0.1,378,-42,11.4,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9064,116.4064,4640,4000,380.3261758
04:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.3638827,-4.988305649,4210,0.99065546,0.034177003,50,0.1,0.1,0.1,378.4,-42.1,11.42,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90642,116.40642,4642,4000,380.7347765
04:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.56172782,-4.984638592,4220,0.987729752,0.039163517,50,0.1,0.1,0.1,378.8,-42.2,11.44,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90644,116.40644,4644,4000,381.1433851
04:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.75894826,-4.980473076,4230,0.984408965,0.044146114,50,0.1,0.1,0.1,379.2,-42.3,11.46,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90646,116.40646,4646,4000,381.5520017
04:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.95546515,-4.975809517,4240,0.980694428,0.049124297,50,0.1,0.1,0.1,379.6,-42.4,11.48,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90648,116.40648,4648,4000,381.9606262
05:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,52.15119988,-4.97064838,4250,0.976587626,0.054097567,50,0.1,0.1,0.1,380,-42.5,11.5,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9065,116.4065,4650,4000,382.3692587
05:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,52.34607416,-4.964990183,4260,0.972090202,0.059065428,50,0.1,0.1,0.1,380.4,-42.6,11.52,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90652,116.40652,4652,4000,382.777899
05:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,52.54001004,-4.958835492,4270,0.967203955,0.064027382,50,0.1,0.1,0.1,380.8,-42.7,11.54,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90654,116.40654,4654,4000,383.1865473
05:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,52.73292995,-4.95218492,4280,0.961930839,0.068982934,50,0.1,0.1,0.1,381.2,-42.8,11.56,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90656,116.40656,4656,4000,383.5952033
05:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,52.92475672,-4.945039135,4290,0.956272964,0.073931587,50,0.1,0.1,0.1,381.6,-42.9,11.58,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90658,116.40658,4658,4000,384.0038672
06:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,53.11541364,-4.93739885,4300,0.950232592,0.078872847,50,0.1,0.1,0.1,382,-43,11.6,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9066,116.4066,4660,4000,384.4125388
06:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,53.30482442,-4.929264828,4310,0.94381214,0.08380622,50,0.1,0.1,0.1,382.4,-43.1,11.62,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90662,116.40662,4662,4000,384.8212182
06:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,53.49291332,-4.920637885,4320,0.937014176,0.088731212,50,0.1,0.1,0.1,382.8,-43.2,11.64,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90664,116.40664,4664,4000,385.2299054
06:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,53.67960511,-4.911518882,4330,0.929841418,0.093647332,50,0.1,0.1,0.1,383.2,-43.3,11.66,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90666,116.40666,4666,4000,385.6386002
06:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,53.8648251,-4.901908731,4340,0.922296736,0.098554086,50,0.1,0.1,0.1,383.6,-43.4,11.68,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90668,116.40668,4668,4000,386.0473028
07:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.04849921,-4.891808393,4350,0.914383148,0.103450986,50,0.1,0.1,0.1,384,-43.5,11.7,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9067,116.4067,4670,4000,386.456013
07:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.23055397,-4.881218878,4360,0.906103819,0.10833754,50,0.1,0.1,0.1,384.4,-43.6,11.72,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90672,116.40672,4672,4000,386.8647309
07:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.41091657,-4.870141246,4370,0.89746206,0.113213261,50,0.1,0.1,0.1,384.8,-43.7,11.74,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90674,116.40674,4674,4000,387.2734564
07:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.58951486,-4.858576604,4380,0.888461329,0.11807766,50,0.1,0.1,0.1,385.2,-43.8,11.76,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90676,116.40676,4676,4000,387.6821894
07:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.76627741,-4.846526108,4390,0.879105225,0.122930252,50,0.1,0.1,0.1,385.6,-43.9,11.78,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90678,116.40678,4678,4000,388.0909301
08:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.94113351,-4.833990963,4400,0.86939749,0.127770551,50,0.1,0.1,0.1,386,-44,11.8,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9068,116.4068,4680,4000,388.4996782
